place,Jurisdiction,Age,Females,Males,year
43000,Lakewood,60-64,4954,4125,2014
43550,Larkspur,60-64,9,7,2014
45255,Littleton,60-64,1451,1211,2014
45955,Lone Tree,60-64,356,334,2014
45970,Longmont,60-64,2617,2232,2014
46355,Louisville,60-64,763,684,2014
47070,Lyons,60-64,86,57,2014
49600,Mead,60-64,89,125,2014
52075,Morrison,60-64,10,6,2014
52350,Mountain View,60-64,13,18,2014
53175,Nederland,60-64,23,39,2014
54330,Northglenn,60-64,890,805,2014
57630,Parker,60-64,666,767,2014
60160,Platteville,60-64,65,52,2014
69645,Sheridan,60-64,130,134,2014
70360,Silver Plume,60-64,10,12,2014
75640,Superior,60-64,253,211,2014
77290,Thornton,60-64,2760,2417,2014
82735,Ward,60-64,0,7,2014
83835,Westminster,60-64,3083,2419,2014
84440,Wheat Ridge,60-64,1082,1154,2014
8124,Weld County (DRCOG),60-64,1572,1827,2014
8000,Region,60-64,82032,77751,2014
3455,Arvada,65-69,2915,2525,2014
4000,Aurora,65-69,6687,5269,2014
6090,Bennett,65-69,15,12,2014
7025,Black Hawk,65-69,4,0,2014
7850,Boulder City,65-69,1718,1523,2014
8001,Adams County,65-69,8133,6844,2014
8005,Arapahoe County,65-69,12460,10723,2014
8013,Boulder County,65-69,6228,5776,2014
8014,Broomfield City/County,65-69,1233,1045,2014
8019,Clear Creek County,65-69,297,394,2014
8031,Denver City/County,65-69,12065,10130,2014
8035,Douglas County,65-69,5464,4970,2014
8047,Gilpin County,65-69,108,198,2014
8059,Jefferson County,65-69,13363,12284,2014
8070,Bow Mar,65-69,22,33,2014
8123,Weld County,65-69,4787,4801,2014
8675,Brighton,65-69,598,370,2014
12387,Castle Pines,65-69,239,251,2014
12415,Castle Rock,65-69,859,554,2014
12815,Centennial,65-69,2606,2572,2014
12910,Central City,65-69,16,15,2014
13845,Cherry Hills Village,65-69,200,163,2014
16385,Columbine Valley,65-69,49,36,2014
16495,Commerce City,65-69,622,663,2014
19080,Dacono,65-69,61,63,2014
19630,Deer Trail,65-69,3,0,2014
23135,Edgewater,65-69,123,103,2014
23740,Elizabeth,65-69,11,11,2014
24620,Empire,65-69,5,21,2014
24785,Englewood,65-69,399,509,2014
24950,Erie,65-69,302,353,2014
26270,Federal Heights,65-69,175,175,2014
26600,Firestone,65-69,120,144,2014
27700,Fort Lupton,65-69,94,115,2014
28105,Foxfield,65-69,28,33,2014
28360,Frederick,65-69,130,141,2014
29735,Georgetown,65-69,35,52,2014
30340,Glendale,65-69,49,16,2014
30835,Golden,65-69,313,406,2014
33035,Greenwood Village,65-69,501,327,2014
37820,Hudson,65-69,78,95,2014
38370,Idaho Springs,65-69,68,50,2014
39195,Jamestown,65-69,5,12,2014
40185,Keenesburg,65-69,20,47,2014
40790,Kiowa,65-69,37,21,2014
41835,Lafayette,65-69,589,460,2014
42495,Lakeside,65-69,0,0,2014
43000,Lakewood,65-69,3583,3142,2014
43550,Larkspur,65-69,4,4,2014
45255,Littleton,65-69,1151,968,2014
45955,Lone Tree,65-69,298,254,2014
45970,Longmont,65-69,1651,1585,2014
46355,Louisville,65-69,394,329,2014
47070,Lyons,65-69,55,36,2014
49600,Mead,65-69,102,114,2014
52075,Morrison,65-69,3,18,2014
52350,Mountain View,65-69,17,5,2014
53175,Nederland,65-69,6,10,2014
54330,Northglenn,65-69,865,637,2014
57630,Parker,65-69,693,466,2014
60160,Platteville,65-69,62,63,2014
69645,Sheridan,65-69,227,108,2014
70360,Silver Plume,65-69,11,5,2014
75640,Superior,65-69,51,174,2014
77290,Thornton,65-69,2042,1631,2014
82735,Ward,65-69,4,2,2014
83835,Westminster,65-69,2034,1723,2014
84440,Wheat Ridge,65-69,863,585,2014
8124,Weld County (DRCOG),65-69,1100,1133,2014
8000,Region,65-69,60451,53497,2014
3455,Arvada,70-74,1855,1500,2014
4000,Aurora,70-74,4117,3590,2014
6090,Bennett,70-74,23,22,2014
7025,Black Hawk,70-74,5,0,2014
7850,Boulder City,70-74,1197,1034,2014
8001,Adams County,70-74,5175,4620,2014
8005,Arapahoe County,70-74,8135,7070,2014
8013,Boulder County,70-74,4076,3716,2014
8014,Broomfield City/County,70-74,796,740,2014
8019,Clear Creek County,70-74,173,168,2014
8031,Denver City/County,70-74,7920,6703,2014
8035,Douglas County,70-74,3241,3173,2014
8047,Gilpin County,70-74,81,27,2014
8059,Jefferson County,70-74,9456,7787,2014
8070,Bow Mar,70-74,12,10,2014
8123,Weld County,70-74,3657,3219,2014
8675,Brighton,70-74,395,356,2014
12387,Castle Pines,70-74,203,214,2014
12415,Castle Rock,70-74,580,567,2014
12815,Centennial,70-74,1791,1439,2014
12910,Central City,70-74,2,0,2014
13845,Cherry Hills Village,70-74,109,177,2014
16385,Columbine Valley,70-74,59,47,2014
16495,Commerce City,70-74,334,306,2014
19080,Dacono,70-74,71,127,2014
19630,Deer Trail,70-74,18,10,2014
23135,Edgewater,70-74,66,58,2014
23740,Elizabeth,70-74,21,3,2014
24620,Empire,70-74,3,0,2014
24785,Englewood,70-74,463,332,2014
24950,Erie,70-74,147,113,2014
26270,Federal Heights,70-74,215,98,2014
26600,Firestone,70-74,110,76,2014
27700,Fort Lupton,70-74,120,75,2014
28105,Foxfield,70-74,10,24,2014
28360,Frederick,70-74,96,79,2014
29735,Georgetown,70-74,19,17,2014
30340,Glendale,70-74,6,0,2014
30835,Golden,70-74,177,179,2014
33035,Greenwood Village,70-74,176,351,2014
37820,Hudson,70-74,23,35,2014
38370,Idaho Springs,70-74,18,32,2014
39195,Jamestown,70-74,3,5,2014
40185,Keenesburg,70-74,5,12,2014
40790,Kiowa,70-74,41,19,2014
41835,Lafayette,70-74,194,171,2014
42495,Lakeside,70-74,0,0,2014
43000,Lakewood,70-74,2804,2181,2014
43550,Larkspur,70-74,10,0,2014
45255,Littleton,70-74,978,693,2014
45955,Lone Tree,70-74,178,171,2014
45970,Longmont,70-74,1627,1196,2014
46355,Louisville,70-74,133,185,2014
47070,Lyons,70-74,28,41,2014
49600,Mead,70-74,41,67,2014
52075,Morrison,70-74,27,14,2014
52350,Mountain View,70-74,14,5,2014
53175,Nederland,70-74,18,12,2014
54330,Northglenn,70-74,520,487,2014
57630,Parker,70-74,346,293,2014
60160,Platteville,70-74,35,44,2014
69645,Sheridan,70-74,103,170,2014
70360,Silver Plume,70-74,0,6,2014
75640,Superior,70-74,41,72,2014
77290,Thornton,70-74,1027,1056,2014
82735,Ward,70-74,0,0,2014
83835,Westminster,70-74,1556,1289,2014
84440,Wheat Ridge,70-74,573,506,2014
8124,Weld County (DRCOG),70-74,684,785,2014
8000,Region,70-74,39737,34789,2014
3455,Arvada,75-79,1859,1373,2014
4000,Aurora,75-79,3198,2209,2014
6090,Bennett,75-79,9,15,2014
7025,Black Hawk,75-79,0,2,2014
7850,Boulder City,75-79,691,672,2014
8001,Adams County,75-79,4325,3259,2014
8005,Arapahoe County,75-79,6348,4796,2014
8013,Boulder County,75-79,2874,2666,2014
8014,Broomfield City/County,75-79,605,410,2014
8019,Clear Creek County,75-79,32,60,2014
8031,Denver City/County,75-79,6280,4551,2014
8035,Douglas County,75-79,2211,1809,2014
8047,Gilpin County,75-79,21,10,2014
8059,Jefferson County,75-79,6989,5838,2014
8070,Bow Mar,75-79,13,7,2014
8123,Weld County,75-79,2399,2291,2014
8675,Brighton,75-79,290,238,2014
12387,Castle Pines,75-79,72,77,2014
12415,Castle Rock,75-79,271,272,2014
12815,Centennial,75-79,1284,1150,2014
12910,Central City,75-79,5,0,2014
13845,Cherry Hills Village,75-79,93,55,2014
16385,Columbine Valley,75-79,21,31,2014
16495,Commerce City,75-79,252,172,2014
19080,Dacono,75-79,40,47,2014
19630,Deer Trail,75-79,27,2,2014
23135,Edgewater,75-79,62,40,2014
23740,Elizabeth,75-79,5,13,2014
24620,Empire,75-79,0,2,2014
24785,Englewood,75-79,257,178,2014
24950,Erie,75-79,13,42,2014
26270,Federal Heights,75-79,103,85,2014
26600,Firestone,75-79,19,38,2014
27700,Fort Lupton,75-79,70,114,2014
28105,Foxfield,75-79,29,27,2014
28360,Frederick,75-79,53,80,2014
29735,Georgetown,75-79,15,0,2014
30340,Glendale,75-79,0,14,2014
30835,Golden,75-79,190,105,2014
33035,Greenwood Village,75-79,221,194,2014
37820,Hudson,75-79,10,9,2014
38370,Idaho Springs,75-79,7,33,2014
39195,Jamestown,75-79,1,0,2014
40185,Keenesburg,75-79,19,11,2014
40790,Kiowa,75-79,26,5,2014
41835,Lafayette,75-79,269,215,2014
42495,Lakeside,75-79,0,0,2014
43000,Lakewood,75-79,2050,1635,2014
43550,Larkspur,75-79,2,0,2014
45255,Littleton,75-79,752,609,2014
45955,Lone Tree,75-79,33,61,2014
45970,Longmont,75-79,755,898,2014
46355,Louisville,75-79,352,96,2014
47070,Lyons,75-79,20,9,2014
49600,Mead,75-79,0,0,2014
52075,Morrison,75-79,29,10,2014
52350,Mountain View,75-79,7,4,2014
53175,Nederland,75-79,9,13,2014
54330,Northglenn,75-79,740,537,2014
57630,Parker,75-79,279,78,2014
60160,Platteville,75-79,14,13,2014
69645,Sheridan,75-79,70,33,2014
70360,Silver Plume,75-79,10,9,2014
75640,Superior,75-79,32,30,2014
77290,Thornton,75-79,1053,810,2014
82735,Ward,75-79,0,0,2014
83835,Westminster,75-79,971,695,2014
84440,Wheat Ridge,75-79,638,431,2014
8124,Weld County (DRCOG),75-79,367,464,2014
8000,Region,75-79,30052,23863,2014
3455,Arvada,80-84,1091,855,2014
4000,Aurora,80-84,2300,1638,2014
6090,Bennett,80-84,6,4,2014
7025,Black Hawk,80-84,9,0,2014
7850,Boulder City,80-84,768,461,2014
8001,Adams County,80-84,2799,1829,2014
8005,Arapahoe County,80-84,4645,3325,2014
8013,Boulder County,80-84,2424,1476,2014
8014,Broomfield City/County,80-84,391,313,2014
8019,Clear Creek County,80-84,140,100,2014
8031,Denver City/County,80-84,5384,3509,2014
8035,Douglas County,80-84,1497,1143,2014
8047,Gilpin County,80-84,9,26,2014
8059,Jefferson County,80-84,5515,3739,2014
8070,Bow Mar,80-84,14,8,2014
8123,Weld County,80-84,2075,1297,2014
8675,Brighton,80-84,219,80,2014
12387,Castle Pines,80-84,11,53,2014
12415,Castle Rock,80-84,260,167,2014
12815,Centennial,80-84,933,538,2014
12910,Central City,80-84,0,0,2014
13845,Cherry Hills Village,80-84,40,51,2014
16385,Columbine Valley,80-84,25,19,2014
16495,Commerce City,80-84,222,105,2014
19080,Dacono,80-84,47,17,2014
19630,Deer Trail,80-84,5,6,2014
23135,Edgewater,80-84,40,7,2014
23740,Elizabeth,80-84,13,2,2014
24620,Empire,80-84,0,2,2014
24785,Englewood,80-84,423,312,2014
24950,Erie,80-84,99,48,2014
26270,Federal Heights,80-84,115,83,2014
26600,Firestone,80-84,30,0,2014
27700,Fort Lupton,80-84,40,41,2014
28105,Foxfield,80-84,8,9,2014
28360,Frederick,80-84,66,4,2014
29735,Georgetown,80-84,5,3,2014
30340,Glendale,80-84,0,0,2014
30835,Golden,80-84,82,66,2014
33035,Greenwood Village,80-84,63,120,2014
37820,Hudson,80-84,0,0,2014
38370,Idaho Springs,80-84,58,23,2014
39195,Jamestown,80-84,2,0,2014
40185,Keenesburg,80-84,8,3,2014
40790,Kiowa,80-84,0,4,2014
41835,Lafayette,80-84,214,141,2014
42495,Lakeside,80-84,0,0,2014
43000,Lakewood,80-84,1803,1352,2014
43550,Larkspur,80-84,0,0,2014
45255,Littleton,80-84,601,418,2014
45955,Lone Tree,80-84,65,84,2014
45970,Longmont,80-84,911,486,2014
46355,Louisville,80-84,101,19,2014
47070,Lyons,80-84,12,6,2014
49600,Mead,80-84,0,0,2014
52075,Morrison,80-84,21,13,2014
52350,Mountain View,80-84,5,4,2014
53175,Nederland,80-84,1,0,2014
54330,Northglenn,80-84,173,282,2014
57630,Parker,80-84,118,91,2014
60160,Platteville,80-84,5,5,2014
69645,Sheridan,80-84,39,19,2014
70360,Silver Plume,80-84,0,0,2014
75640,Superior,80-84,0,18,2014
77290,Thornton,80-84,607,341,2014
82735,Ward,80-84,0,0,2014
83835,Westminster,80-84,876,582,2014
84440,Wheat Ridge,80-84,625,228,2014
8124,Weld County (DRCOG),80-84,333,170,2014
8000,Region,80-84,23137,15630,2014
3455,Arvada,85+,1274,747,2014
4000,Aurora,85+,2891,1056,2014
6090,Bennett,85+,5,5,2014
7025,Black Hawk,85+,0,0,2014
7850,Boulder City,85+,1384,441,2014
8001,Adams County,85+,2830,1620,2014
8005,Arapahoe County,85+,5607,2586,2014
8013,Boulder County,85+,3125,1432,2014
8014,Broomfield City/County,85+,681,273,2014
8019,Clear Creek County,85+,74,20,2014
8031,Denver City/County,85+,7037,3451,2014
8035,Douglas County,85+,1297,864,2014
8047,Gilpin County,85+,24,19,2014
8059,Jefferson County,85+,6212,3288,2014
8070,Bow Mar,85+,7,25,2014
8123,Weld County,85+,1918,1070,2014
8675,Brighton,85+,337,186,2014
12387,Castle Pines,85+,35,28,2014
12415,Castle Rock,85+,218,98,2014
12815,Centennial,85+,934,576,2014
12910,Central City,85+,0,0,2014
13845,Cherry Hills Village,85+,74,82,2014
16385,Columbine Valley,85+,9,15,2014
16495,Commerce City,85+,170,155,2014
19080,Dacono,85+,0,0,2014
19630,Deer Trail,85+,15,0,2014
23135,Edgewater,85+,30,10,2014
23740,Elizabeth,85+,4,5,2014
24620,Empire,85+,0,0,2014
24785,Englewood,85+,514,269,2014
24950,Erie,85+,86,13,2014
26270,Federal Heights,85+,87,31,2014
26600,Firestone,85+,21,22,2014
27700,Fort Lupton,85+,59,50,2014
28105,Foxfield,85+,3,5,2014
28360,Frederick,85+,42,2,2014
29735,Georgetown,85+,14,0,2014
30340,Glendale,85+,28,0,2014
30835,Golden,85+,205,75,2014
33035,Greenwood Village,85+,110,43,2014
37820,Hudson,85+,0,0,2014
38370,Idaho Springs,85+,18,20,2014
39195,Jamestown,85+,0,0,2014
40185,Keenesburg,85+,36,13,2014
40790,Kiowa,85+,9,0,2014
41835,Lafayette,85+,101,92,2014
42495,Lakeside,85+,0,0,2014
43000,Lakewood,85+,2154,1163,2014
43550,Larkspur,85+,0,0,2014
45255,Littleton,85+,792,398,2014
45955,Lone Tree,85+,22,32,2014
45970,Longmont,85+,983,482,2014
46355,Louisville,85+,317,182,2014
47070,Lyons,85+,11,4,2014
49600,Mead,85+,26,16,2014
52075,Morrison,85+,64,10,2014
52350,Mountain View,85+,2,5,2014
53175,Nederland,85+,12,0,2014
54330,Northglenn,85+,221,227,2014
57630,Parker,85+,98,85,2014
60160,Platteville,85+,5,23,2014
69645,Sheridan,85+,37,26,2014
70360,Silver Plume,85+,0,0,2014
75640,Superior,85+,4,5,2014
77290,Thornton,85+,636,326,2014
82735,Ward,85+,0,0,2014
83835,Westminster,85+,887,316,2014
84440,Wheat Ridge,85+,883,372,2014
8124,Weld County (DRCOG),85+,197,157,2014
8000,Region,85+,27084,13710,2014
3455,Arvada,0-4,2991,3261,2015
4000,Aurora,0-4,13031,13985,2015
6090,Bennett,0-4,42,45,2015
7025,Black Hawk,0-4,0,0,2015
7850,Boulder City,0-4,1704,1913,2015
8001,Adams County,0-4,18150,19023,2015
8005,Arapahoe County,0-4,19730,20817,2015
8013,Boulder County,0-4,7581,8282,2015
8014,Broomfield City/County,0-4,1733,1951,2015
8019,Clear Creek County,0-4,190,206,2015
8031,Denver City/County,0-4,21880,22836,2015
8035,Douglas County,0-4,9663,10487,2015
8047,Gilpin County,0-4,70,106,2015
8059,Jefferson County,0-4,14548,15136,2015
8070,Bow Mar,0-4,23,9,2015
8123,Weld County,0-4,9513,10444,2015
8675,Brighton,0-4,1123,1327,2015
12387,Castle Pines,0-4,298,196,2015
12415,Castle Rock,0-4,1847,2559,2015
12815,Centennial,0-4,3022,2814,2015
12910,Central City,0-4,0,42,2015
13845,Cherry Hills Village,0-4,134,66,2015
16385,Columbine Valley,0-4,20,27,2015
16495,Commerce City,0-4,2668,2663,2015
19080,Dacono,0-4,127,159,2015
19630,Deer Trail,0-4,27,27,2015
23135,Edgewater,0-4,196,173,2015
23740,Elizabeth,0-4,52,20,2015
24620,Empire,0-4,18,2,2015
24785,Englewood,0-4,959,1161,2015
24950,Erie,0-4,827,870,2015
26270,Federal Heights,0-4,387,516,2015
26600,Firestone,0-4,615,726,2015
27700,Fort Lupton,0-4,318,374,2015
28105,Foxfield,0-4,21,5,2015
28360,Frederick,0-4,471,425,2015
29735,Georgetown,0-4,14,11,2015
30340,Glendale,0-4,73,159,2015
30835,Golden,0-4,483,530,2015
33035,Greenwood Village,0-4,377,183,2015
37820,Hudson,0-4,66,36,2015
38370,Idaho Springs,0-4,104,65,2015
39195,Jamestown,0-4,7,10,2015
40185,Keenesburg,0-4,29,62,2015
40790,Kiowa,0-4,26,28,2015
41835,Lafayette,0-4,900,834,2015
42495,Lakeside,0-4,0,0,2015
43000,Lakewood,0-4,4207,4726,2015
43550,Larkspur,0-4,5,0,2015
45255,Littleton,0-4,1260,1005,2015
45955,Lone Tree,0-4,470,322,2015
45970,Longmont,0-4,3026,3209,2015
46355,Louisville,0-4,543,452,2015
47070,Lyons,0-4,90,88,2015
49600,Mead,0-4,205,165,2015
52075,Morrison,0-4,4,8,2015
52350,Mountain View,0-4,18,11,2015
53175,Nederland,0-4,16,24,2015
54330,Northglenn,0-4,1131,1261,2015
57630,Parker,0-4,1390,1880,2015
60160,Platteville,0-4,63,59,2015
69645,Sheridan,0-4,251,128,2015
70360,Silver Plume,0-4,6,4,2015
75640,Superior,0-4,435,475,2015
77290,Thornton,0-4,5004,5118,2015
82735,Ward,0-4,0,0,2015
83835,Westminster,0-4,3527,3788,2015
84440,Wheat Ridge,0-4,937,572,2015
8124,Weld County (DRCOG),0-4,2544,2741,2015
8000,Region,0-4,96089,101585,2015
3455,Arvada,5-9,3653,3377,2015
4000,Aurora,5-9,13075,13903,2015
6090,Bennett,5-9,47,78,2015
7025,Black Hawk,5-9,0,0,2015
7850,Boulder City,5-9,1895,2216,2015
8001,Adams County,5-9,18123,20185,2015
8005,Arapahoe County,5-9,20517,21587,2015
8013,Boulder County,5-9,8645,9724,2015
8014,Broomfield City/County,5-9,2609,2172,2015
8019,Clear Creek County,5-9,177,186,2015
8031,Denver City/County,5-9,19792,20162,2015
8035,Douglas County,5-9,13216,13600,2015
8047,Gilpin County,5-9,96,201,2015
8059,Jefferson County,5-9,16352,16097,2015
8070,Bow Mar,5-9,36,28,2015
8123,Weld County,5-9,10942,10606,2015
8675,Brighton,5-9,1734,1451,2015
12387,Castle Pines,5-9,375,558,2015
12415,Castle Rock,5-9,2302,2364,2015
12815,Centennial,5-9,3015,3592,2015
12910,Central City,5-9,28,14,2015
13845,Cherry Hills Village,5-9,302,193,2015
16385,Columbine Valley,5-9,25,36,2015
16495,Commerce City,5-9,2002,2474,2015
19080,Dacono,5-9,239,215,2015
19630,Deer Trail,5-9,22,10,2015
23135,Edgewater,5-9,101,176,2015
23740,Elizabeth,5-9,56,83,2015
24620,Empire,5-9,5,6,2015
24785,Englewood,5-9,753,950,2015
24950,Erie,5-9,925,928,2015
26270,Federal Heights,5-9,474,512,2015
26600,Firestone,5-9,522,589,2015
27700,Fort Lupton,5-9,382,323,2015
28105,Foxfield,5-9,22,23,2015
28360,Frederick,5-9,433,468,2015
29735,Georgetown,5-9,15,45,2015
30340,Glendale,5-9,27,32,2015
30835,Golden,5-9,443,522,2015
33035,Greenwood Village,5-9,358,318,2015
37820,Hudson,5-9,33,60,2015
38370,Idaho Springs,5-9,19,35,2015
39195,Jamestown,5-9,1,9,2015
40185,Keenesburg,5-9,29,37,2015
40790,Kiowa,5-9,24,45,2015
41835,Lafayette,5-9,757,862,2015
42495,Lakeside,5-9,0,0,2015
43000,Lakewood,5-9,3970,3943,2015
43550,Larkspur,5-9,1,5,2015
45255,Littleton,5-9,1428,1220,2015
45955,Lone Tree,5-9,280,462,2015
45970,Longmont,5-9,3251,3680,2015
46355,Louisville,5-9,631,680,2015
47070,Lyons,5-9,121,115,2015
49600,Mead,5-9,162,166,2015
52075,Morrison,5-9,8,2,2015
52350,Mountain View,5-9,16,23,2015
53175,Nederland,5-9,60,66,2015
54330,Northglenn,5-9,1134,1709,2015
57630,Parker,5-9,2138,2562,2015
60160,Platteville,5-9,45,123,2015
69645,Sheridan,5-9,128,155,2015
70360,Silver Plume,5-9,2,3,2015
75640,Superior,5-9,430,581,2015
77290,Thornton,5-9,5375,5705,2015
82735,Ward,5-9,0,17,2015
83835,Westminster,5-9,3711,3343,2015
84440,Wheat Ridge,5-9,804,813,2015
8124,Weld County (DRCOG),5-9,2685,2560,2015
8000,Region,5-9,102212,106474,2015
3455,Arvada,10-14,3549,3461,2015
4000,Aurora,10-14,12452,11820,2015
6090,Bennett,10-14,75,91,2015
7025,Black Hawk,10-14,0,0,2015
7850,Boulder City,10-14,1705,2251,2015
8001,Adams County,10-14,18429,18085,2015
8005,Arapahoe County,10-14,20933,21914,2015
8013,Boulder County,10-14,9217,9067,2015
8014,Broomfield City/County,10-14,1931,2360,2015
8019,Clear Creek County,10-14,203,275,2015
8031,Denver City/County,10-14,16728,17079,2015
8035,Douglas County,10-14,12857,13788,2015
8047,Gilpin County,10-14,201,154,2015
8059,Jefferson County,10-14,15952,18071,2015
8070,Bow Mar,10-14,55,73,2015
8123,Weld County,10-14,9734,10783,2015
8675,Brighton,10-14,1553,1441,2015
12387,Castle Pines,10-14,640,588,2015
12415,Castle Rock,10-14,2177,2032,2015
12815,Centennial,10-14,3882,4042,2015
12910,Central City,10-14,0,35,2015
13845,Cherry Hills Village,10-14,433,446,2015
16385,Columbine Valley,10-14,42,22,2015
16495,Commerce City,10-14,2726,2106,2015
19080,Dacono,10-14,113,94,2015
19630,Deer Trail,10-14,32,22,2015
23135,Edgewater,10-14,92,137,2015
23740,Elizabeth,10-14,36,27,2015
24620,Empire,10-14,0,9,2015
24785,Englewood,10-14,420,828,2015
24950,Erie,10-14,715,836,2015
26270,Federal Heights,10-14,355,696,2015
26600,Firestone,10-14,363,458,2015
27700,Fort Lupton,10-14,393,308,2015
28105,Foxfield,10-14,19,25,2015
28360,Frederick,10-14,392,513,2015
29735,Georgetown,10-14,27,14,2015
30340,Glendale,10-14,11,19,2015
30835,Golden,10-14,422,604,2015
33035,Greenwood Village,10-14,744,655,2015
37820,Hudson,10-14,76,64,2015
38370,Idaho Springs,10-14,40,89,2015
39195,Jamestown,10-14,2,11,2015
40185,Keenesburg,10-14,52,51,2015
40790,Kiowa,10-14,35,17,2015
41835,Lafayette,10-14,902,816,2015
42495,Lakeside,10-14,0,0,2015
43000,Lakewood,10-14,3884,4138,2015
43550,Larkspur,10-14,0,6,2015
45255,Littleton,10-14,1258,1213,2015
45955,Lone Tree,10-14,338,642,2015
45970,Longmont,10-14,3126,3045,2015
46355,Louisville,10-14,773,572,2015
47070,Lyons,10-14,25,7,2015
49600,Mead,10-14,110,232,2015
52075,Morrison,10-14,1,4,2015
52350,Mountain View,10-14,6,28,2015
53175,Nederland,10-14,73,87,2015
54330,Northglenn,10-14,1225,1044,2015
57630,Parker,10-14,2341,2409,2015
60160,Platteville,10-14,162,97,2015
69645,Sheridan,10-14,169,306,2015
70360,Silver Plume,10-14,5,4,2015
75640,Superior,10-14,660,520,2015
77290,Thornton,10-14,4816,5617,2015
82735,Ward,10-14,2,0,2015
83835,Westminster,10-14,3371,3730,2015
84440,Wheat Ridge,10-14,653,940,2015
8124,Weld County (DRCOG),10-14,2108,2677,2015
8000,Region,10-14,98559,103470,2015
3455,Arvada,15-19,3216,3305,2015
4000,Aurora,15-19,11403,10965,2015
6090,Bennett,15-19,40,116,2015
7025,Black Hawk,15-19,0,0,2015
7850,Boulder City,15-19,5891,5869,2015
8001,Adams County,15-19,14790,15769,2015
8005,Arapahoe County,15-19,18797,20102,2015
8013,Boulder County,15-19,12327,12637,2015
8014,Broomfield City/County,15-19,1626,1743,2015
8019,Clear Creek County,15-19,197,149,2015
8031,Denver City/County,15-19,15647,15482,2015
8035,Douglas County,15-19,10834,11309,2015
8047,Gilpin County,15-19,167,136,2015
8059,Jefferson County,15-19,16083,17796,2015
8070,Bow Mar,15-19,60,55,2015
8123,Weld County,15-19,9765,9844,2015
8675,Brighton,15-19,1282,1146,2015
12387,Castle Pines,15-19,427,358,2015
12415,Castle Rock,15-19,1836,1669,2015
12815,Centennial,15-19,3323,4022,2015
12910,Central City,15-19,6,12,2015
13845,Cherry Hills Village,15-19,212,319,2015
16385,Columbine Valley,15-19,35,44,2015
16495,Commerce City,15-19,1811,1746,2015
19080,Dacono,15-19,162,166,2015
19630,Deer Trail,15-19,9,11,2015
23135,Edgewater,15-19,38,134,2015
23740,Elizabeth,15-19,57,44,2015
24620,Empire,15-19,14,11,2015
24785,Englewood,15-19,454,546,2015
24950,Erie,15-19,478,579,2015
26270,Federal Heights,15-19,317,396,2015
26600,Firestone,15-19,236,233,2015
27700,Fort Lupton,15-19,125,372,2015
28105,Foxfield,15-19,12,24,2015
28360,Frederick,15-19,242,240,2015
29735,Georgetown,15-19,50,5,2015
30340,Glendale,15-19,6,108,2015
30835,Golden,15-19,716,1268,2015
33035,Greenwood Village,15-19,559,654,2015
37820,Hudson,15-19,28,81,2015
38370,Idaho Springs,15-19,39,38,2015
39195,Jamestown,15-19,7,8,2015
40185,Keenesburg,15-19,40,53,2015
40790,Kiowa,15-19,28,18,2015
41835,Lafayette,15-19,946,733,2015
42495,Lakeside,15-19,0,0,2015
43000,Lakewood,15-19,3875,4118,2015
43550,Larkspur,15-19,18,3,2015
45255,Littleton,15-19,1474,1160,2015
45955,Lone Tree,15-19,430,470,2015
45970,Longmont,15-19,2801,3341,2015
46355,Louisville,15-19,670,564,2015
47070,Lyons,15-19,25,109,2015
49600,Mead,15-19,93,131,2015
52075,Morrison,15-19,0,0,2015
52350,Mountain View,15-19,17,4,2015
53175,Nederland,15-19,7,76,2015
54330,Northglenn,15-19,1020,1177,2015
57630,Parker,15-19,1741,1577,2015
60160,Platteville,15-19,57,139,2015
69645,Sheridan,15-19,242,170,2015
70360,Silver Plume,15-19,6,5,2015
75640,Superior,15-19,515,370,2015
77290,Thornton,15-19,3642,4600,2015
82735,Ward,15-19,5,2,2015
83835,Westminster,15-19,3190,3400,2015
84440,Wheat Ridge,15-19,778,692,2015
8124,Weld County (DRCOG),15-19,1630,1795,2015
8000,Region,15-19,92098,96918,2015
3455,Arvada,20-24,3191,3098,2015
4000,Aurora,20-24,12297,12218,2015
6090,Bennett,20-24,47,29,2015
7025,Black Hawk,20-24,9,0,2015
7850,Boulder City,20-24,10112,11981,2015
8001,Adams County,20-24,15623,16187,2015
8005,Arapahoe County,20-24,19073,19529,2015
8013,Boulder County,20-24,15772,17831,2015
8014,Broomfield City/County,20-24,1960,1734,2015
8019,Clear Creek County,20-24,254,249,2015
8031,Denver City/County,20-24,22884,21755,2015
8035,Douglas County,20-24,6590,6767,2015
8047,Gilpin County,20-24,75,77,2015
8059,Jefferson County,20-24,16130,17752,2015
8070,Bow Mar,20-24,11,9,2015
8123,Weld County,20-24,9751,9898,2015
8675,Brighton,20-24,947,1492,2015
12387,Castle Pines,20-24,149,116,2015
12415,Castle Rock,20-24,1063,1480,2015
12815,Centennial,20-24,2222,2709,2015
12910,Central City,20-24,8,7,2015
13845,Cherry Hills Village,20-24,21,87,2015
16385,Columbine Valley,20-24,4,35,2015
16495,Commerce City,20-24,1263,1178,2015
19080,Dacono,20-24,71,56,2015
19630,Deer Trail,20-24,16,10,2015
23135,Edgewater,20-24,237,145,2015
23740,Elizabeth,20-24,26,22,2015
24620,Empire,20-24,8,15,2015
24785,Englewood,20-24,1623,951,2015
24950,Erie,20-24,336,448,2015
